,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank
0,G:HGNC:15997,G:HGNC:9226,['GMG'],766.0,0.171,924.0
1,G:HGNC:15997,G:HGNC:9226,['GMDMG'],151.0,0.942,2624.0
2,G:HGNC:15997,G:HGNC:9226,['GMDpDMG'],1616.0,0.688,5182.0
3,G:HGNC:15997,G:HGNC:9226,"['GMG', 'GMDMG']",3352.0,0.439,5978.0
4,G:HGNC:15997,G:HGNC:9226,"['GMG', 'GMDpDMG']",3310.0,0.413,5637.0
5,G:HGNC:15997,G:HGNC:9226,"['GMDMG', 'GMDpDMG']",1192.0,0.905,12535.0
6,G:HGNC:15997,G:HGNC:9226,"['GMG', 'GMDMG', 'GMDpDMG']",2675.0,0.555,6014.0
7,G:HGNC:9304,G:HGNC:9322,['GTG'],18.0,0.967,541.0
8,G:HGNC:9304,G:HGNC:9322,['GMG'],523.0,0.28,726.0
9,G:HGNC:9304,G:HGNC:9322,['GMDMG'],4260.0,0.043,4452.0
10,G:HGNC:9304,G:HGNC:9322,"['GTG', 'GMG']",411.0,0.871,3181.0
11,G:HGNC:9304,G:HGNC:9322,"['GTG', 'GMDMG']",5312.0,0.482,10256.0
12,G:HGNC:9304,G:HGNC:9322,"['GMG', 'GMDMG']",6430.0,0.045,6732.0
13,G:HGNC:9304,G:HGNC:9322,"['GTG', 'GMG', 'GMDMG']",4706.0,0.228,6095.0
14,G:HGNC:9288,G:HGNC:30695,['GMG'],627.0,0.505,1267.0
15,G:HGNC:9288,G:HGNC:30695,['GMDMG'],348.0,0.942,5996.0
16,G:HGNC:9288,G:HGNC:30695,['GMDpDMG'],1012.0,0.861,7303.0
17,G:HGNC:9288,G:HGNC:30695,"['GMG', 'GMDMG']",818.0,0.907,8841.0
18,G:HGNC:9288,G:HGNC:30695,"['GMG', 'GMDpDMG']",586.0,0.928,8155.0
19,G:HGNC:9288,G:HGNC:30695,"['GMDMG', 'GMDpDMG']",352.0,0.974,13289.0
20,G:HGNC:9288,G:HGNC:30695,"['GMG', 'GMDMG', 'GMDpDMG']",442.0,0.948,8551.0
21,G:HGNC:26307,G:HGNC:4879,['GTG'],149.0,0.636,409.0
22,G:HGNC:4627,G:HGNC:7063,['GPdPG'],2.0,0.889,18.0
23,G:HGNC:4627,G:HGNC:7063,['GTG'],46.0,0.887,406.0
24,G:HGNC:4627,G:HGNC:7063,"['GPdPG', 'GTG']",20.0,0.701,67.0
25,G:HGNC:9314,G:HGNC:15566,['GTG'],125.0,0.784,578.0
26,G:HGNC:9314,G:HGNC:15566,['GMDMG'],1773.0,0.296,2517.0
27,G:HGNC:9314,G:HGNC:15566,"['GTG', 'GMDMG']",6119.0,0.243,8087.0
28,G:HGNC:20785,G:HGNC:15566,['GTG'],11.0,0.968,341.0
29,G:HGNC:24550,G:HGNC:26933,['GTG'],62.0,0.81,326.0
30,G:HGNC:24550,G:HGNC:26933,['GMG'],418.0,0.316,611.0
31,G:HGNC:24550,G:HGNC:26933,['GMDMG'],2811.0,0.255,3773.0
32,G:HGNC:24550,G:HGNC:26933,['GMDpDMG'],3492.0,0.278,4839.0
33,G:HGNC:24550,G:HGNC:26933,"['GTG', 'GMG']",490.0,0.73,1812.0
34,G:HGNC:24550,G:HGNC:26933,"['GTG', 'GMDMG']",980.0,0.843,6253.0
35,G:HGNC:24550,G:HGNC:26933,"['GTG', 'GMDpDMG']",1319.0,0.778,5939.0
36,G:HGNC:24550,G:HGNC:26933,"['GMG', 'GMDMG']",5071.0,0.214,6449.0
37,G:HGNC:24550,G:HGNC:26933,"['GMG', 'GMDpDMG']",4460.0,0.242,5887.0
38,G:HGNC:24550,G:HGNC:26933,"['GMDMG', 'GMDpDMG']",9561.0,0.207,12064.0
39,G:HGNC:24550,G:HGNC:26933,"['GTG', 'GMG', 'GMDMG']",1521.0,0.59,3707.0
40,G:HGNC:24550,G:HGNC:26933,"['GTG', 'GMG', 'GMDpDMG']",1246.0,0.623,3308.0
41,G:HGNC:24550,G:HGNC:26933,"['GTG', 'GMDMG', 'GMDpDMG']",3388.0,0.577,8017.0
42,G:HGNC:24550,G:HGNC:26933,"['GMG', 'GMDMG', 'GMDpDMG']",5382.0,0.188,6629.0
43,G:HGNC:24550,G:HGNC:26933,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",1769.0,0.478,3388.0
44,G:HGNC:9061,G:HGNC:9065,['GTG'],78.0,0.851,522.0
45,G:HGNC:9061,G:HGNC:9065,['GMDMG'],573.0,0.819,3167.0
46,G:HGNC:9061,G:HGNC:9065,['GMDpDMG'],1710.0,0.667,5140.0
47,G:HGNC:9061,G:HGNC:9065,"['GTG', 'GMDMG']",279.0,0.97,9355.0
48,G:HGNC:9061,G:HGNC:9065,"['GTG', 'GMDpDMG']",473.0,0.949,9237.0
49,G:HGNC:9061,G:HGNC:9065,"['GMDMG', 'GMDpDMG']",2424.0,0.806,12525.0
50,G:HGNC:9061,G:HGNC:9065,"['GTG', 'GMDMG', 'GMDpDMG']",672.0,0.944,12076.0
51,G:HGNC:20785,G:HGNC:9314,['GTG'],282.0,0.415,482.0
52,G:HGNC:7455,G:HGNC:7707,['GDG'],10.0,0.231,13.0
53,G:HGNC:7455,G:HGNC:7707,['GDpDG'],18.0,0.982,1000.0
54,G:HGNC:7455,G:HGNC:7707,['GDpDpDG'],170.0,0.971,5935.0
55,G:HGNC:7455,G:HGNC:7707,['GPdPG'],11.0,0.732,41.0
56,G:HGNC:7455,G:HGNC:7707,['GTG'],35.0,0.9,351.0
57,G:HGNC:7455,G:HGNC:7707,"['GDG', 'GDpDG']",25.0,0.306,36.0
58,G:HGNC:7455,G:HGNC:7707,"['GDG', 'GDpDpDG']",26.0,0.278,36.0
59,G:HGNC:7455,G:HGNC:7707,"['GDG', 'GPdPG']",12.0,0.143,14.0
60,G:HGNC:7455,G:HGNC:7707,"['GDG', 'GTG']",48.0,0.262,65.0
61,G:HGNC:7455,G:HGNC:7707,"['GDpDG', 'GDpDpDG']",21.0,0.994,3495.0
62,G:HGNC:7455,G:HGNC:7707,"['GDpDG', 'GPdPG']",16.0,0.845,103.0
63,G:HGNC:7455,G:HGNC:7707,"['GDpDG', 'GTG']",42.0,0.983,2416.0
64,G:HGNC:7455,G:HGNC:7707,"['GDpDpDG', 'GPdPG']",31.0,0.783,143.0
65,G:HGNC:7455,G:HGNC:7707,"['GDpDpDG', 'GTG']",27.0,0.994,4685.0
66,G:HGNC:7455,G:HGNC:7707,"['GPdPG', 'GTG']",59.0,0.699,196.0
67,G:HGNC:7455,G:HGNC:7707,"['GDG', 'GDpDG', 'GDpDpDG']",21.0,0.417,36.0
68,G:HGNC:7455,G:HGNC:7707,"['GDG', 'GDpDG', 'GPdPG']",15.0,0.211,19.0
69,G:HGNC:7455,G:HGNC:7707,"['GDG', 'GDpDG', 'GTG']",48.0,0.333,72.0
70,G:HGNC:7455,G:HGNC:7707,"['GDG', 'GDpDpDG', 'GPdPG']",16.0,0.158,19.0
71,G:HGNC:7455,G:HGNC:7707,"['GDG', 'GDpDpDG', 'GTG']",29.0,0.597,72.0
72,G:HGNC:7455,G:HGNC:7707,"['GDG', 'GPdPG', 'GTG']",42.0,0.143,49.0
73,G:HGNC:7455,G:HGNC:7707,"['GDpDG', 'GDpDpDG', 'GPdPG']",15.0,0.858,106.0
74,G:HGNC:7455,G:HGNC:7707,"['GDpDG', 'GDpDpDG', 'GTG']",23.0,0.992,2802.0
75,G:HGNC:7455,G:HGNC:7707,"['GDpDG', 'GPdPG', 'GTG']",34.0,0.709,117.0
76,G:HGNC:7455,G:HGNC:7707,"['GDpDpDG', 'GPdPG', 'GTG']",35.0,0.752,141.0
77,G:HGNC:7455,G:HGNC:7707,"['GDG', 'GDpDG', 'GDpDpDG', 'GPdPG']",15.0,0.211,19.0
78,G:HGNC:7455,G:HGNC:7707,"['GDG', 'GDpDG', 'GDpDpDG', 'GTG']",27.0,0.625,72.0
79,G:HGNC:7455,G:HGNC:7707,"['GDG', 'GDpDG', 'GPdPG', 'GTG']",34.0,0.306,49.0
80,G:HGNC:7455,G:HGNC:7707,"['GDG', 'GDpDpDG', 'GPdPG', 'GTG']",33.0,0.327,49.0
81,G:HGNC:7455,G:HGNC:7707,"['GDpDG', 'GDpDpDG', 'GPdPG', 'GTG']",32.0,0.726,117.0
82,G:HGNC:7455,G:HGNC:7707,"['GDG', 'GDpDG', 'GDpDpDG', 'GPdPG', 'GTG']",33.0,0.327,49.0
83,G:HGNC:9726,G:HGNC:9725,['GDpDpDG'],2886.0,0.332,4320.0
84,G:HGNC:9726,G:HGNC:9725,['GPdPG'],2.0,0.953,43.0
85,G:HGNC:9726,G:HGNC:9725,['GTG'],2.0,0.996,464.0
86,G:HGNC:9726,G:HGNC:9725,"['GDpDpDG', 'GPdPG']",28.0,0.391,46.0
87,G:HGNC:9726,G:HGNC:9725,"['GDpDpDG', 'GTG']",1767.0,0.561,4021.0
88,G:HGNC:9726,G:HGNC:9725,"['GPdPG', 'GTG']",1.0,0.994,162.0
89,G:HGNC:9726,G:HGNC:9725,"['GDpDpDG', 'GPdPG', 'GTG']",19.0,0.587,46.0
90,G:HGNC:8592,G:HGNC:18133,['GPdPG'],1.0,0.963,27.0
91,G:HGNC:8592,G:HGNC:18133,['GTG'],58.0,0.903,597.0
92,G:HGNC:8592,G:HGNC:18133,"['GPdPG', 'GTG']",41.0,0.895,391.0
93,G:HGNC:13538,G:HGNC:9410,['GPdPG'],7.0,0.863,51.0
94,G:HGNC:13538,G:HGNC:9410,['GTG'],119.0,0.786,556.0
95,G:HGNC:13538,G:HGNC:9410,"['GPdPG', 'GTG']",188.0,0.6,470.0
96,G:HGNC:3655,G:HGNC:6190,['GPdPG'],8.0,0.805,41.0
97,G:HGNC:3655,G:HGNC:6190,['GTG'],28.0,0.957,655.0
98,G:HGNC:3655,G:HGNC:6190,['GMG'],551.0,0.267,752.0
99,G:HGNC:3655,G:HGNC:6190,['GMDMG'],2608.0,0.456,4792.0
100,G:HGNC:3655,G:HGNC:6190,['GMDpDMG'],3701.0,0.394,6105.0
101,G:HGNC:3655,G:HGNC:6190,"['GPdPG', 'GTG']",124.0,0.719,442.0
102,G:HGNC:3655,G:HGNC:6190,"['GPdPG', 'GMG']",102.0,0.354,158.0
103,G:HGNC:3655,G:HGNC:6190,"['GPdPG', 'GMDMG']",214.0,0.474,407.0
104,G:HGNC:3655,G:HGNC:6190,"['GPdPG', 'GMDpDMG']",216.0,0.385,351.0
105,G:HGNC:3655,G:HGNC:6190,"['GTG', 'GMG']",1028.0,0.728,3775.0
106,G:HGNC:3655,G:HGNC:6190,"['GTG', 'GMDMG']",14.0,0.999,14597.0
107,G:HGNC:3655,G:HGNC:6190,"['GTG', 'GMDpDMG']",41.0,0.997,13042.0
108,G:HGNC:3655,G:HGNC:6190,"['GMG', 'GMDMG']",2992.0,0.543,6554.0
109,G:HGNC:3655,G:HGNC:6190,"['GMG', 'GMDpDMG']",2962.0,0.518,6144.0
110,G:HGNC:3655,G:HGNC:6190,"['GMDMG', 'GMDpDMG']",6763.0,0.482,13058.0
111,G:HGNC:3655,G:HGNC:6190,"['GPdPG', 'GTG', 'GMG']",80.0,0.574,188.0
112,G:HGNC:3655,G:HGNC:6190,"['GPdPG', 'GTG', 'GMDMG']",121.0,0.717,428.0
113,G:HGNC:3655,G:HGNC:6190,"['GPdPG', 'GTG', 'GMDpDMG']",128.0,0.665,382.0
114,G:HGNC:3655,G:HGNC:6190,"['GPdPG', 'GMG', 'GMDMG']",117.0,0.387,191.0
115,G:HGNC:3655,G:HGNC:6190,"['GPdPG', 'GMG', 'GMDpDMG']",117.0,0.343,178.0
116,G:HGNC:3655,G:HGNC:6190,"['GPdPG', 'GMDMG', 'GMDpDMG']",229.0,0.399,381.0
117,G:HGNC:3655,G:HGNC:6190,"['GTG', 'GMG', 'GMDMG']",826.0,0.862,6001.0
118,G:HGNC:3655,G:HGNC:6190,"['GTG', 'GMG', 'GMDpDMG']",816.0,0.858,5728.0
119,G:HGNC:3655,G:HGNC:6190,"['GTG', 'GMDMG', 'GMDpDMG']",311.0,0.98,15192.0
120,G:HGNC:3655,G:HGNC:6190,"['GMG', 'GMDMG', 'GMDpDMG']",3117.0,0.519,6474.0
121,G:HGNC:3655,G:HGNC:6190,"['GPdPG', 'GTG', 'GMG', 'GMDMG']",71.0,0.62,187.0
122,G:HGNC:3655,G:HGNC:6190,"['GPdPG', 'GTG', 'GMG', 'GMDpDMG']",71.0,0.592,174.0
123,G:HGNC:3655,G:HGNC:6190,"['GPdPG', 'GTG', 'GMDMG', 'GMDpDMG']",139.0,0.636,382.0
124,G:HGNC:3655,G:HGNC:6190,"['GPdPG', 'GMG', 'GMDMG', 'GMDpDMG']",121.0,0.32,178.0
125,G:HGNC:3655,G:HGNC:6190,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",875.0,0.848,5748.0
126,G:HGNC:3655,G:HGNC:6190,"['GPdPG', 'GTG', 'GMG', 'GMDMG', 'GMDpDMG']",77.0,0.557,174.0
127,G:HGNC:22140,G:HGNC:8590,['GTG'],409.0,0.439,729.0
128,G:HGNC:22140,G:HGNC:8590,['GMDMG'],2895.0,0.219,3708.0
129,G:HGNC:22140,G:HGNC:8590,['GMDpDMG'],2975.0,0.455,5457.0
130,G:HGNC:22140,G:HGNC:8590,"['GTG', 'GMDMG']",7969.0,0.302,11423.0
131,G:HGNC:22140,G:HGNC:8590,"['GTG', 'GMDpDMG']",4199.0,0.641,11696.0
132,G:HGNC:22140,G:HGNC:8590,"['GMDMG', 'GMDpDMG']",8840.0,0.294,12515.0
133,G:HGNC:22140,G:HGNC:8590,"['GTG', 'GMDMG', 'GMDpDMG']",8501.0,0.369,13476.0
134,G:HGNC:16381,G:HGNC:9305,['GTG'],115.0,0.644,323.0
135,G:HGNC:16381,G:HGNC:9305,['GMG'],599.0,0.553,1340.0
136,G:HGNC:16381,G:HGNC:9305,['GMDMG'],134.0,0.956,3026.0
137,G:HGNC:16381,G:HGNC:9305,"['GTG', 'GMG']",552.0,0.763,2330.0
138,G:HGNC:16381,G:HGNC:9305,"['GTG', 'GMDMG']",1058.0,0.826,6094.0
139,G:HGNC:16381,G:HGNC:9305,"['GMG', 'GMDMG']",846.0,0.857,5909.0
140,G:HGNC:16381,G:HGNC:9305,"['GTG', 'GMG', 'GMDMG']",477.0,0.853,3241.0
141,G:HGNC:11408,G:HGNC:9412,['GTG'],248.0,0.713,864.0
142,G:HGNC:13397,G:HGNC:24376,['GTG'],1.0,0.997,381.0
143,G:HGNC:9137,G:HGNC:17035,['GDpDG'],106.0,0.744,414.0
144,G:HGNC:9137,G:HGNC:17035,['GDpDpDG'],1179.0,0.795,5749.0
145,G:HGNC:9137,G:HGNC:17035,['GTG'],2.0,0.996,549.0
146,G:HGNC:9137,G:HGNC:17035,"['GDpDG', 'GDpDpDG']",536.0,0.769,2317.0
147,G:HGNC:9137,G:HGNC:17035,"['GDpDG', 'GTG']",2.0,0.999,1703.0
148,G:HGNC:9137,G:HGNC:17035,"['GDpDpDG', 'GTG']",3.0,0.999,5044.0
149,G:HGNC:9137,G:HGNC:17035,"['GDpDG', 'GDpDpDG', 'GTG']",5.0,0.997,1994.0
150,G:HGNC:25996,G:HGNC:24678,['GTG'],31.0,0.924,408.0
151,G:HGNC:25996,G:HGNC:24678,['GMDMG'],1846.0,0.173,2233.0
152,G:HGNC:25996,G:HGNC:24678,['GMDpDMG'],2978.0,0.132,3432.0
153,G:HGNC:25996,G:HGNC:24678,"['GTG', 'GMDMG']",4881.0,0.239,6416.0
154,G:HGNC:25996,G:HGNC:24678,"['GTG', 'GMDpDMG']",3355.0,0.443,6019.0
155,G:HGNC:25996,G:HGNC:24678,"['GMDMG', 'GMDpDMG']",6737.0,0.129,7737.0
156,G:HGNC:25996,G:HGNC:24678,"['GTG', 'GMDMG', 'GMDpDMG']",6240.0,0.14,7254.0
157,G:HGNC:29958,G:HGNC:22960,['GTG'],13.0,0.951,265.0
158,G:HGNC:29149,G:HGNC:9307,['GTG'],61.0,0.844,392.0
159,G:HGNC:9416,G:HGNC:13480,['GPdPG'],1.0,0.963,27.0
160,G:HGNC:9416,G:HGNC:13480,['GTG'],73.0,0.811,387.0
161,G:HGNC:9416,G:HGNC:13480,['GMG'],581.0,0.2,726.0
162,G:HGNC:9416,G:HGNC:13480,['GMDMG'],1395.0,0.541,3038.0
163,G:HGNC:9416,G:HGNC:13480,['GMDpDMG'],624.0,0.846,4064.0
164,G:HGNC:9416,G:HGNC:13480,"['GPdPG', 'GTG']",51.0,0.824,289.0
165,G:HGNC:9416,G:HGNC:13480,"['GPdPG', 'GMG']",60.0,0.496,119.0
166,G:HGNC:9416,G:HGNC:13480,"['GPdPG', 'GMDMG']",77.0,0.784,356.0
167,G:HGNC:9416,G:HGNC:13480,"['GPdPG', 'GMDpDMG']",43.0,0.871,333.0
168,G:HGNC:9416,G:HGNC:13480,"['GTG', 'GMG']",1014.0,0.585,2445.0
169,G:HGNC:9416,G:HGNC:13480,"['GTG', 'GMDMG']",894.0,0.895,8476.0
170,G:HGNC:9416,G:HGNC:13480,"['GTG', 'GMDpDMG']",730.0,0.911,8164.0
171,G:HGNC:9416,G:HGNC:13480,"['GMG', 'GMDMG']",3586.0,0.348,5498.0
172,G:HGNC:9416,G:HGNC:13480,"['GMG', 'GMDpDMG']",2562.0,0.476,4886.0
173,G:HGNC:9416,G:HGNC:13480,"['GMDMG', 'GMDpDMG']",2871.0,0.763,12108.0
174,G:HGNC:9416,G:HGNC:13480,"['GPdPG', 'GTG', 'GMG']",78.0,0.536,168.0
175,G:HGNC:9416,G:HGNC:13480,"['GPdPG', 'GTG', 'GMDMG']",85.0,0.796,417.0
176,G:HGNC:9416,G:HGNC:13480,"['GPdPG', 'GTG', 'GMDpDMG']",63.0,0.833,377.0
177,G:HGNC:9416,G:HGNC:13480,"['GPdPG', 'GMG', 'GMDMG']",56.0,0.569,130.0
178,G:HGNC:9416,G:HGNC:13480,"['GPdPG', 'GMG', 'GMDpDMG']",43.0,0.636,118.0
179,G:HGNC:9416,G:HGNC:13480,"['GPdPG', 'GMDMG', 'GMDpDMG']",48.0,0.871,372.0
180,G:HGNC:9416,G:HGNC:13480,"['GTG', 'GMG', 'GMDMG']",1374.0,0.656,3994.0
181,G:HGNC:9416,G:HGNC:13480,"['GTG', 'GMG', 'GMDpDMG']",885.0,0.749,3532.0
182,G:HGNC:9416,G:HGNC:13480,"['GTG', 'GMDMG', 'GMDpDMG']",718.0,0.93,10211.0
183,G:HGNC:9416,G:HGNC:13480,"['GMG', 'GMDMG', 'GMDpDMG']",2465.0,0.546,5432.0
184,G:HGNC:9416,G:HGNC:13480,"['GPdPG', 'GTG', 'GMG', 'GMDMG']",51.0,0.608,130.0
185,G:HGNC:9416,G:HGNC:13480,"['GPdPG', 'GTG', 'GMG', 'GMDpDMG']",34.0,0.712,118.0
186,G:HGNC:9416,G:HGNC:13480,"['GPdPG', 'GTG', 'GMDMG', 'GMDpDMG']",51.0,0.864,376.0
187,G:HGNC:9416,G:HGNC:13480,"['GPdPG', 'GMG', 'GMDMG', 'GMDpDMG']",40.0,0.661,118.0
188,G:HGNC:9416,G:HGNC:13480,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",805.0,0.774,3560.0
189,G:HGNC:9416,G:HGNC:13480,"['GPdPG', 'GTG', 'GMG', 'GMDMG', 'GMDpDMG']",33.0,0.72,118.0
190,G:HGNC:9316,G:HGNC:9303,['GTG'],53.0,0.861,382.0
191,G:HGNC:16890,G:HGNC:9314,['GTG'],355.0,0.341,539.0
192,G:HGNC:16890,G:HGNC:9314,['GMDMG'],2113.0,0.422,3655.0
193,G:HGNC:16890,G:HGNC:9314,['GMDpDMG'],3402.0,0.435,6019.0
194,G:HGNC:16890,G:HGNC:9314,"['GTG', 'GMDMG']",4914.0,0.559,11143.0
195,G:HGNC:16890,G:HGNC:9314,"['GTG', 'GMDpDMG']",4953.0,0.581,11831.0
196,G:HGNC:16890,G:HGNC:9314,"['GMDMG', 'GMDpDMG']",6424.0,0.488,12553.0
197,G:HGNC:16890,G:HGNC:9314,"['GTG', 'GMDMG', 'GMDpDMG']",4394.0,0.686,14004.0
198,G:HGNC:9304,G:HGNC:9305,['GTG'],5.0,0.987,376.0
199,G:HGNC:9304,G:HGNC:9305,['GMG'],341.0,0.575,802.0
200,G:HGNC:9304,G:HGNC:9305,['GMDMG'],4219.0,0.114,4764.0
201,G:HGNC:9304,G:HGNC:9305,"['GTG', 'GMG']",14.0,0.995,3034.0
202,G:HGNC:9304,G:HGNC:9305,"['GTG', 'GMDMG']",759.0,0.925,10089.0
203,G:HGNC:9304,G:HGNC:9305,"['GMG', 'GMDMG']",4134.0,0.417,7092.0
204,G:HGNC:9304,G:HGNC:9305,"['GTG', 'GMG', 'GMDMG']",711.0,0.877,5790.0
205,G:HGNC:1374,G:HGNC:1375,['GPdPG'],3.0,0.955,67.0
206,G:HGNC:1374,G:HGNC:1375,['GTG'],56.0,0.86,401.0
207,G:HGNC:1374,G:HGNC:1375,"['GPdPG', 'GTG']",5.0,0.936,78.0
208,G:HGNC:19662,G:HGNC:7063,['GPdPG'],1.0,0.917,12.0
209,G:HGNC:19662,G:HGNC:7063,['GTG'],97.0,0.751,389.0
210,G:HGNC:19662,G:HGNC:7063,"['GPdPG', 'GTG']",26.0,0.574,61.0
211,G:HGNC:6190,G:HGNC:9618,['GTG'],180.0,0.671,547.0
212,G:HGNC:6190,G:HGNC:9618,['GMDMG'],2239.0,0.57,5201.0
213,G:HGNC:6190,G:HGNC:9618,['GMDpDMG'],374.0,0.947,7038.0
214,G:HGNC:6190,G:HGNC:9618,"['GTG', 'GMDMG']",948.0,0.929,13423.0
215,G:HGNC:6190,G:HGNC:9618,"['GTG', 'GMDpDMG']",344.0,0.972,12182.0
216,G:HGNC:6190,G:HGNC:9618,"['GMDMG', 'GMDpDMG']",2116.0,0.838,13078.0
217,G:HGNC:6190,G:HGNC:9618,"['GTG', 'GMDMG', 'GMDpDMG']",653.0,0.953,13827.0
218,G:HGNC:19342,G:HGNC:17827,['GTG'],3.0,0.988,246.0
219,G:HGNC:9276,G:HGNC:9315,['GTG'],171.0,0.682,538.0
220,G:HGNC:9276,G:HGNC:9315,['GMDpDMG'],4805.0,0.009,4848.0
221,G:HGNC:9276,G:HGNC:9315,"['GTG', 'GMDpDMG']",9582.0,0.081,10423.0
222,G:HGNC:9304,G:HGNC:15566,['GTG'],27.0,0.935,414.0
223,G:HGNC:9304,G:HGNC:15566,['GMG'],517.0,0.295,733.0
224,G:HGNC:9304,G:HGNC:15566,['GMDMG'],3652.0,0.173,4415.0
225,G:HGNC:9304,G:HGNC:15566,"['GTG', 'GMG']",615.0,0.789,2918.0
226,G:HGNC:9304,G:HGNC:15566,"['GTG', 'GMDMG']",4773.0,0.492,9402.0
227,G:HGNC:9304,G:HGNC:15566,"['GMG', 'GMDMG']",5784.0,0.08,6289.0
228,G:HGNC:9304,G:HGNC:15566,"['GTG', 'GMG', 'GMDMG']",4135.0,0.23,5372.0
229,G:HGNC:3386,G:HGNC:9618,['GTG'],133.0,0.771,582.0
230,G:HGNC:3386,G:HGNC:9618,['GMG'],218.0,0.636,599.0
231,G:HGNC:3386,G:HGNC:9618,['GMDMG'],630.0,0.83,3714.0
232,G:HGNC:3386,G:HGNC:9618,['GMDpDMG'],3596.0,0.376,5763.0
