HGNC ID,RefSeq IDs,Enzyme IDs
HGNC:11284,NM_001047,1.3.99.5
HGNC:11285,NM_000348,1.3.99.5
HGNC:11296,NM_003132,2.5.1.16
HGNC:11298,NM_080823,2.7.10.2
HGNC:14398,NM_021947,5.1.1.18
HGNC:10862,NM_003033,2.4.99.4
HGNC:10863,NM_006927,2.4.99.4
HGNC:10866,NM_174963,2.4.99.6
HGNC:10864,NM_006278,2.4.99.4
HGNC:10872,NM_003896,2.4.99.9
HGNC:18080,NM_006100,2.4.99.-
HGNC:10860,NM_173216,2.4.99.1
HGNC:10861,NM_032528,2.4.99.2
HGNC:23614,NM_018414,2.4.99.3
HGNC:10867,NM_006456,2.4.99.7
HGNC:19343,NM_152996,2.4.99.-
HGNC:17846,NM_175040,2.4.99.7
HGNC:19342,NM_030965,2.4.99.-
HGNC:23364,NM_013443,2.4.99.-
HGNC:10869,NM_003034,2.4.99.8
HGNC:14269,NM_015879,2.4.99.-
HGNC:10871,NM_005668,2.4.99.-
HGNC:17827,NM_013305,2.4.99.-
HGNC:23317,NM_001004470,2.4.99.-
HGNC:11378,NM_012449,1.16.1.-
HGNC:17885,NM_152999,1.16.1.-
HGNC:24592,NM_018234,1.16.1.-
HGNC:21923,NM_024636,1.16.1.-
HGNC:11408,NM_006282,2.7.11.1
HGNC:16254,NM_080836,2.7.11.1
HGNC:11425,NM_000351,3.1.6.2
HGNC:6172,NM_152713,2.4.99.18
HGNC:30611,NM_178862,2.4.99.18
HGNC:18889,NM_018423,2.7.10.2
HGNC:11449,NM_003849,6.2.1.4
HGNC:11450,NM_003848,6.2.1.4
HGNC:16001,NM_024728,2.8.3.13
HGNC:11453,NM_001055,2.8.2.1
HGNC:11454,NM_001054,2.8.2.1
HGNC:11455,NM_003166,2.8.2.1
HGNC:30004,NM_001017389,2.8.2.1
HGNC:11377,NM_005420,2.8.2.4
HGNC:11458,NM_003167,2.8.2.2
HGNC:11460,NM_000456,1.8.3.1
HGNC:11503,NM_003895,3.1.3.36
HGNC:11504,NM_003898,3.1.3.36
HGNC:11559,NM_006755,2.2.1.2
HGNC:18133,NM_016281,2.7.11.1
HGNC:11572,NM_152295,6.1.1.3
HGNC:30740,NM_025150,6.1.1.3
HGNC:15859,NM_017714,3.4.25.-
HGNC:11708,NM_005651,1.13.11.11
HGNC:4551,NM_138501,1.3.1.93
HGNC:26776,NM_173797,2.7.7.19
HGNC:16705,NM_006999,2.7.7.19
HGNC:30758,NM_022447,2.7.7.19
HGNC:11731,NM_006285,2.7.12.1
HGNC:11732,NM_007170,2.7.12.1
HGNC:20324,NM_014305,4.2.1.46
HGNC:11777,NM_000359,2.3.2.13
HGNC:11778,NM_198951,2.3.2.13
HGNC:11779,NM_003245,2.3.2.13
HGNC:11780,NM_003241,2.3.2.13
HGNC:11781,NM_004245,2.3.2.13
HGNC:16255,NM_198994,2.3.2.13
HGNC:17843,NM_024831,2.1.1.-
HGNC:11782,NM_000360,1.14.16.2
HGNC:18987,NM_024328,3.6.1.28
HGNC:11809,NM_005424,2.7.10.1
HGNC:1185,NM_020375,3.1.3.46
HGNC:11830,NM_003258,2.7.1.21
HGNC:24552,NM_015533,"2.7.1.28, 4.6.1.15"
HGNC:11842,NM_006852,2.7.11.1
HGNC:11863,NM_003273,1.3.1.70
HGNC:28448,NM_173804,3.3.2.2
HGNC:12008,NM_004179,1.14.16.4
HGNC:20692,NM_173353,1.14.16.4
HGNC:12009,NM_000365,5.3.1.1
HGNC:12015,NM_000547,1.11.1.7
HGNC:12020,NM_003596,2.8.2.20
HGNC:12021,NM_003595,2.8.2.20
HGNC:2977,NM_004412,2.1.1.204
HGNC:12266,NM_007180,3.2.1.28
HGNC:30748,NM_013381,3.4.19.6
HGNC:11312,NM_003141,2.3.2.27
HGNC:19017,NM_178125,6.3.2.-
HGNC:20286,NM_017646,2.5.1.75
HGNC:25980,NM_017722,2.1.1.216
HGNC:23141,NM_020810,2.1.1.228
HGNC:25481,NM_018006,2.1.1.61
HGNC:12390,NM_003313,1.1.1.271
HGNC:21586,NM_153712,6.3.2.25
HGNC:26184,NM_022830,"2.7.7.52, 2.7.7.19"
HGNC:12434,NM_003328,2.7.10.1
HGNC:3148,NM_001953,2.4.2.4
HGNC:12441,NM_001071,2.1.1.45
HGNC:12442,NM_000372,1.14.18.1
HGNC:12457,NM_003115,2.7.7.23
HGNC:12469,NM_003334,6.2.1.45
HGNC:12480,NM_080678,6.3.2.-
HGNC:12484,NM_003344,"2.3.2.23, 2.3.2.24"
HGNC:12485,NM_003345,2.3.2.-
HGNC:12492,NM_003348,2.3.2.23
HGNC:12496,NM_000462,2.3.2.26
HGNC:28110,NM_145049,3.1.3.16
HGNC:12513,NM_004181,3.4.19.12
HGNC:12515,NM_006002,3.2.1.15
HGNC:14859,NM_031432,2.7.1.48
HGNC:12562,NM_012474,2.7.1.48
HGNC:12524,NM_003358,2.4.1.80
HGNC:12525,NM_003359,1.1.1.22
HGNC:12527,NM_006759,2.7.7.9
HGNC:12555,NM_003360,2.4.1.47
HGNC:13480,NM_014683,2.7.11.1
HGNC:12563,NM_000373,"2.4.2.10, 4.1.1.23"
HGNC:12572,NM_080911,3.2.2.27
HGNC:12576,NM_003364,2.4.2.3
HGNC:23061,NM_173355,2.4.2.3
HGNC:12585,NM_003365,1.10.2.2
HGNC:12586,NM_003366,1.10.2.2
HGNC:12587,NM_006003,1.10.2.2
HGNC:12590,NM_006004,1.10.2.2
HGNC:29594,NM_014402,1.10.2.2
HGNC:26444,NM_144639,4.2.1.49
HGNC:12591,NM_000374,4.1.1.37
HGNC:12592,NM_000375,4.2.1.75
HGNC:25792,NM_024598,3.1.4.
HGNC:12629,NM_004505,3.4.19.12
HGNC:13485,NM_031907,3.4.19.12
HGNC:13486,NM_001145073,3.4.19.12
HGNC:17729,NM_025076.3,4.1.1.35
HGNC:12651,NM_006295,6.1.1.9
HGNC:21642,NM_020442,6.1.1.9
HGNC:16431,NR_028290,3.5.1.92
HGNC:12729,NM_004184,6.1.1.2
HGNC:12730,NM_015836,6.1.1.2
HGNC:12761,NM_003390,2.7.10.2
HGNC:19684,NM_001105558,2.7.10.2
HGNC:12805,NM_000379,1.17.1.4
HGNC:12823,NM_003399,3.4.11.9
HGNC:12833,NM_021141,3.6.4.-
HGNC:12836,NM_012255,3.1.13.-
HGNC:26639,NM_152531,2.4.2.n3
HGNC:15516,NM_022166,2.4.2.26
HGNC:15517,NM_022167,2.4.2.26
HGNC:12840,NM_003680,6.1.1.1
HGNC:24249,NM_015936,6.1.1.1
HGNC:22316,NM_147128,6.3.2.-
HGNC:18126,NM_001206998,6.3.2.-
HGNC:17726,NM_181710,6.3.2.-
